epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,epoch_time_seconds
1,0.8107367485804365,80.90313331968052,0.1904347302751833,95.17208413001912,0.001,226.75815057754517
2,0.5065078022579861,89.21001433544951,0.1468647048233458,96.68379541108986,0.001,250.69145488739014
3,0.4727354111142659,91.25025599016998,0.1328044880473591,97.1916826003824,0.001,252.14980053901672
4,0.46998565144777393,92.47644890436207,0.13186661833558894,97.4486137667304,0.001,238.29027104377747
5,0.4678153553987145,93.465850911325,0.12064448630804085,97.89674952198853,0.001,237.41852831840515
6,0.43032221323382336,94.25046078230596,0.13467260415934695,98.05807839388146,0.001,237.22081327438354
7,0.44471511283224535,94.80211959860742,0.1683359233801383,97.69956978967495,0.001,237.07630133628845
8,0.43804977054072775,95.2693016588163,0.1370164623865092,98.1955066921606,0.001,236.9844069480896
9,0.4220765894315122,95.65712676633217,0.12156822538826023,98.57791586998088,0.001,237.002938747406
10,0.4333121923837729,96.08335039934467,0.13685990503168244,98.41061185468452,0.001,240.4049654006958
11,0.4734916210833715,95.99503379070244,0.17107468452411445,98.55999043977056,0.001,244.64677667617798
12,0.4317648120784452,96.44045668646324,0.17851293968111562,98.57791586998088,0.001,230.8381950855255
13,0.42718001429129643,96.61325005119804,0.13738514249343034,98.87667304015297,0.001,230.7705533504486
14,0.4409231972372754,96.72332582428835,0.14510791391903538,98.76912045889101,0.001,230.9052619934082
15,0.44319374752220453,96.99211550276469,0.1682331442804455,98.7810707456979,0.001,230.81616067886353
16,0.4414997991605885,97.10475117755479,0.15478985282248794,98.90654875717017,0.001,230.80760216712952
17,0.4655987674398254,97.20202744214622,0.1934293269056891,98.91849904397705,0.001,230.09536290168762
18,0.4630108169620822,97.29674380503789,0.18870301053184396,98.97227533460803,0.001,232.08382964134216
19,0.4481215199000543,97.50153594101987,0.23849123400808747,98.6376673040153,0.001,233.0497281551361
20,0.41907882292190585,97.60009215646119,0.1800420665561469,99.06190248565966,0.001,232.91520738601685
21,0.45662737882957577,97.6500102396068,0.25069880678565964,98.82887189292543,0.001,233.0323724746704
22,0.45259495445409076,97.7408867499488,0.19524627787205276,99.06190248565966,0.001,232.13687539100647
23,0.44019256551570146,97.8432828179398,0.2168190635840478,99.03800191204589,0.001,231.86754989624023
24,0.450873701780357,97.81384394839237,0.2203937471625226,99.06787762906309,0.001,232.08698630332947
25,0.2625959083489812,98.60357362277288,0.16013530495061928,99.30090822179733,0.0005,234.97151732444763
26,0.1757108802015899,98.88260290804833,0.14478294355492063,99.32480879541109,0.0005,233.24995803833008
27,0.17078825499852515,98.92868113864428,0.16094287491294895,99.35468451242829,0.0005,233.2080581188202
28,0.1706360566162525,98.94148064714315,0.16251977480392382,99.33078393881453,0.0005,231.7413809299469
29,0.16373657367735114,99.0067581404874,0.15956916873045907,99.33675908221797,0.0005,231.68994617462158
30,0.1690341736812365,99.00931804218718,0.1708169221365201,99.31883365200765,0.0005,231.56170225143433
