epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,epoch_time_seconds
1,0.8504911370314229,80.03345930362825,0.1902226190287653,94.83005366726297,0.001,228.93695831298828
2,0.5267153938710472,88.47446487519979,0.14881942396940187,96.39087656529517,0.001,220.67716264724731
3,0.4774889657286826,90.83603447503249,0.15442335063421597,96.93649373881932,0.001,220.56076884269714
4,0.4482340181905046,92.25656116032086,0.13356535231064812,97.52683363148479,0.001,221.9403657913208
5,0.4313816569701803,93.2274784531047,0.14445242637065314,97.52683363148479,0.001,215.98738598823547
6,0.42823673742776214,93.81899114224686,0.16107092443753654,97.58944543828265,0.001,216.044739484787
7,0.4425155362628891,94.40452895574111,0.1561883066709225,97.88461538461539,0.001,219.11665558815002
8,0.46285405317403355,94.86011322389352,0.16207007271552554,98.22450805008944,0.001,216.59113574028015
9,0.44414115443013075,95.32017864878188,0.1627157666069024,98.22898032200358,0.001,216.46206665039062
10,0.4322544690811111,95.71153300371935,0.1464748159290853,98.53309481216458,0.001,215.5349714756012
11,0.44670092548136625,95.92961596486774,0.16308243930979577,98.47048300536673,0.001,215.605309009552
12,0.4419637107332024,96.0700255425934,0.18723833424993833,98.54651162790698,0.001,215.96620392799377
13,0.43549709366044786,96.39714998431594,0.18192856836937407,98.5509838998211,0.001,216.4340934753418
14,0.4312711680216976,96.57788997266495,0.213889719153986,98.40339892665475,0.001,216.3748197555542
15,0.42647698146119145,96.75862996101394,0.18848092291030985,98.73434704830053,0.001,216.33934998512268
16,0.45652142235334847,96.77207343122171,0.20344914963505562,98.78354203935599,0.001,202.58928632736206
17,0.44564630812465567,97.06484233796884,0.23919737449912137,98.62254025044723,0.001,200.03128123283386
18,0.4626117340043702,96.94982598174676,0.22323522155101483,98.71198568872987,0.001,199.99698758125305
19,0.40460182485928453,97.31130595844473,0.2211506807047054,98.93112701252237,0.001,199.8810224533081
20,0.4121329877788501,97.4337909092267,0.25652004627507574,98.53756708407872,0.001,199.95753240585327
21,0.43536490879042883,97.42930975249078,0.25475551033382554,98.81037567084078,0.001,200.05954885482788
22,0.41910094424911043,97.62797436778347,0.28255258462723337,98.59570661896244,0.001,200.0207588672638
23,0.4429749240280079,97.65934246493495,0.23287895220016963,98.9221824686941,0.001,207.21533131599426
24,0.23118810550978533,98.4315951424261,0.17811502429901593,99.12343470483006,0.0005,233.2455563545227
25,0.18893792662825035,98.66909644943014,0.16860053349479578,99.20393559928443,0.0005,232.26640796661377
26,0.1558342076384952,98.82743065409952,0.1574226858364235,99.24865831842575,0.0005,231.67576122283936
27,0.15142548851719917,98.86327990798692,0.1898910848367193,99.14579606440071,0.0005,216.74217343330383
28,0.1797407893320265,98.81697462171569,0.20109511074844968,99.15026833631485,0.0005,215.57227993011475
29,0.1634945259447947,98.89912916187431,0.19760958875441167,99.19946332737031,0.0005,215.40239453315735
30,0.15910223424537048,98.93199097793777,0.17173808094427281,99.28443649373882,0.0005,215.30585360527039
